source,target,amount,timestamp
34,310,2437.0,2025-12-16T11:33:23.585085
39,222,2135.0,2025-12-16T11:33:23.585085
39,248,736.0,2025-12-16T11:33:23.585085
39,525,978.0,2025-12-16T11:33:23.585085
39,867,102.0,2025-12-16T11:33:23.585085
39,1000,355.0,2025-12-16T11:33:23.585085
39,352,49000.0,2025-12-16T11:33:23.585085
42,5,191.0,2025-12-16T11:33:23.585085
42,223,2346.0,2025-12-16T11:33:23.585085
42,508,100.0,2025-12-16T11:33:23.585085
42,674,2585.0,2025-12-16T11:33:23.585085
42,738,3745.0,2025-12-16T11:33:23.585085
42,882,3224.0,2025-12-16T11:33:23.585085
42,1193,1090.0,2025-12-16T11:33:23.585085
135,159,1406.0,2025-12-16T11:33:23.585085
135,1066,896.0,2025-12-16T11:33:23.585085
135,54,1530.0,2025-12-16T11:33:23.585085
327,5,3115.0,2025-12-16T11:33:23.585085
327,86,1863.0,2025-12-16T11:33:23.585085
327,1763,1662.0,2025-12-16T11:33:23.585085
327,1752,50000.0,2025-12-16T11:33:23.585085
347,9,3154.0,2025-12-16T11:33:23.585085
507,5,723.0,2025-12-16T11:33:23.585085
507,110,2393.0,2025-12-16T11:33:23.585085
507,830,3520.0,2025-12-16T11:33:23.585085
507,1797,508.0,2025-12-16T11:33:23.585085
757,5,2536.0,2025-12-16T11:33:23.585085
757,1733,386.0,2025-12-16T11:33:23.585085
757,1796,1083.0,2025-12-16T11:33:23.585085
757,1934,2574.0,2025-12-16T11:33:23.585085
778,5,1261.0,2025-12-16T11:33:23.585085
778,241,2252.0,2025-12-16T11:33:23.585085
778,1768,1806.0,2025-12-16T11:33:23.585085
865,5,1776.0,2025-12-16T11:33:23.585085
865,178,1085.0,2025-12-16T11:33:23.585085
865,1429,1060.0,2025-12-16T11:33:23.585085
1111,1063,559.0,2025-12-16T11:33:23.585085
1330,5,1530.0,2025-12-16T11:33:23.585085
1330,196,217.0,2025-12-16T11:33:23.585085
1330,1767,1022.0,2025-12-16T11:33:23.585085
1464,5,805.0,2025-12-16T11:33:23.585085
1464,143,2023.0,2025-12-16T11:33:23.585085
1524,1479,1025.0,2025-12-16T11:33:23.585085
29,224,4849.0,2025-12-16T11:33:23.585085
29,245,4666.0,2025-12-16T11:33:23.585085
29,869,2337.0,2025-12-16T11:33:23.585085
29,985,2312.0,2025-12-16T11:33:23.585085
29,1750,284.0,2025-12-16T11:33:23.585085
31,6,4713.0,2025-12-16T11:33:23.585085
31,29,4029.0,2025-12-16T11:33:23.585085
31,39,618.0,2025-12-16T11:33:23.585085
31,55,1355.0,2025-12-16T11:33:23.585085
31,242,1865.0,2025-12-16T11:33:23.585085
31,250,633.0,2025-12-16T11:33:23.585085
31,282,3356.0,2025-12-16T11:33:23.585085
31,443,3191.0,2025-12-16T11:33:23.585085
31,538,344.0,2025-12-16T11:33:23.585085
31,584,404.0,2025-12-16T11:33:23.585085
31,649,4174.0,2025-12-16T11:33:23.585085
31,859,3642.0,2025-12-16T11:33:23.585085
31,862,3915.0,2025-12-16T11:33:23.585085
31,944,3478.0,2025-12-16T11:33:23.585085
31,967,1533.0,2025-12-16T11:33:23.585085
31,1025,208.0,2025-12-16T11:33:23.585085
31,1257,4824.0,2025-12-16T11:33:23.585085
31,1380,460.0,2025-12-16T11:33:23.585085
31,1556,616.0,2025-12-16T11:33:23.585085
31,1694,2400.0,2025-12-16T11:33:23.585085
31,776,987.0,2025-12-16T11:33:23.585085
37,41,4025.0,2025-12-16T11:33:23.585085
37,81,1760.0,2025-12-16T11:33:23.585085
37,130,2289.0,2025-12-16T11:33:23.585085
37,259,299.0,2025-12-16T11:33:23.585085
37,469,2327.0,2025-12-16T11:33:23.585985
37,513,1640.0,2025-12-16T11:33:23.585985
37,1719,2023.0,2025-12-16T11:33:23.585985
55,185,3769.0,2025-12-16T11:33:23.585985
55,208,115.0,2025-12-16T11:33:23.585985
55,256,461.0,2025-12-16T11:33:23.585985
55,686,4713.0,2025-12-16T11:33:23.585985
55,874,3666.0,2025-12-16T11:33:23.585985
55,1087,4678.0,2025-12-16T11:33:23.585985
55,1505,4102.0,2025-12-16T11:33:23.585985
82,104,1996.0,2025-12-16T11:33:23.585985
82,126,487.0,2025-12-16T11:33:23.585985
82,194,2447.0,2025-12-16T11:33:23.585985
82,239,3082.0,2025-12-16T11:33:23.585985
82,360,824.0,2025-12-16T11:33:23.585985
82,532,4999.0,2025-12-16T11:33:23.585985
82,572,3108.0,2025-12-16T11:33:23.585985
82,654,3837.0,2025-12-16T11:33:23.585985
82,812,3970.0,2025-12-16T11:33:23.585985
82,1173,4561.0,2025-12-16T11:33:23.585985
82,1769,50000.0,2025-12-16T11:33:23.585985
101,6,3157.0,2025-12-16T11:33:23.585985
101,69,3141.0,2025-12-16T11:33:23.585985
101,141,4613.0,2025-12-16T11:33:23.585985
101,283,4529.0,2025-12-16T11:33:23.585985
101,649,1293.0,2025-12-16T11:33:23.585985
101,1146,2727.0,2025-12-16T11:33:23.585985
101,1301,2940.0,2025-12-16T11:33:23.585985
101,1335,3434.0,2025-12-16T11:33:23.585985
101,1534,1525.0,2025-12-16T11:33:23.585985
101,1802,4853.0,2025-12-16T11:33:23.585985
101,1858,48000.0,2025-12-16T11:33:23.585985
105,6,3148.0,2025-12-16T11:33:23.585985
105,1134,3929.0,2025-12-16T11:33:23.585985
115,6,2946.0,2025-12-16T11:33:23.585985
115,49,2495.0,2025-12-16T11:33:23.585985
115,984,1309.0,2025-12-16T11:33:23.585985
115,991,4151.0,2025-12-16T11:33:23.585985
115,1896,4542.0,2025-12-16T11:33:23.585985
148,16,3440.0,2025-12-16T11:33:23.585985
148,594,3051.0,2025-12-16T11:33:23.585985
148,641,3636.0,2025-12-16T11:33:23.585985
148,705,808.0,2025-12-16T11:33:23.585985
148,722,2174.0,2025-12-16T11:33:23.585985
148,754,1227.0,2025-12-16T11:33:23.585985
148,377,1398.0,2025-12-16T11:33:23.585985
148,165,1065.0,2025-12-16T11:33:23.585985
161,6,3922.0,2025-12-16T11:33:23.585985
161,18,3792.0,2025-12-16T11:33:23.585985
161,358,4517.0,2025-12-16T11:33:23.585985
161,1286,1445.0,2025-12-16T11:33:23.585985
182,6,450.0,2025-12-16T11:33:23.585985
182,143,2913.0,2025-12-16T11:33:23.585985
182,197,4248.0,2025-12-16T11:33:23.585985
191,6,1288.0,2025-12-16T11:33:23.585985
191,1549,2898.0,2025-12-16T11:33:23.585985
203,6,4525.0,2025-12-16T11:33:23.585985
203,39,1406.0,2025-12-16T11:33:23.585985
203,235,4799.0,2025-12-16T11:33:23.585985
203,282,1242.0,2025-12-16T11:33:23.585985
203,329,1786.0,2025-12-16T11:33:23.585985
203,1272,3346.0,2025-12-16T11:33:23.585985
203,1390,769.0,2025-12-16T11:33:23.585985
203,1547,3532.0,2025-12-16T11:33:23.585985
203,1044,1759.0,2025-12-16T11:33:23.585985
231,6,4207.0,2025-12-16T11:33:23.585985
231,11,4556.0,2025-12-16T11:33:23.585985
248,6,443.0,2025-12-16T11:33:23.585985
248,1017,4356.0,2025-12-16T11:33:23.585985
248,675,572.0,2025-12-16T11:33:23.585985
248,1333,1450.0,2025-12-16T11:33:23.585985
303,41,133.0,2025-12-16T11:33:23.585985
303,427,2186.0,2025-12-16T11:33:23.585985
303,1591,4609.0,2025-12-16T11:33:23.585985
303,1763,1449.0,2025-12-16T11:33:23.585985
303,1805,1957.0,2025-12-16T11:33:23.585985
303,1375,49000.0,2025-12-16T11:33:23.585985
336,621,4107.0,2025-12-16T11:33:23.585985
356,1200,1057.0,2025-12-16T11:33:23.585985
370,6,2766.0,2025-12-16T11:33:23.585985
370,191,3158.0,2025-12-16T11:33:23.585985
370,400,4592.0,2025-12-16T11:33:23.585985
370,1311,3335.0,2025-12-16T11:33:23.585985
370,1755,1531.0,2025-12-16T11:33:23.585985
397,286,3317.0,2025-12-16T11:33:23.585985
397,879,1894.0,2025-12-16T11:33:23.585985
406,6,4826.0,2025-12-16T11:33:23.585985
406,10,2976.0,2025-12-16T11:33:23.585985
408,6,3442.0,2025-12-16T11:33:23.585985
408,631,971.0,2025-12-16T11:33:23.585985
408,795,1949.0,2025-12-16T11:33:23.585985
416,6,3816.0,2025-12-16T11:33:23.585985
431,1696,1375.0,2025-12-16T11:33:23.585985
447,246,1642.0,2025-12-16T11:33:23.585985
452,6,104.0,2025-12-16T11:33:23.585985
464,6,4232.0,2025-12-16T11:33:23.585985
464,221,983.0,2025-12-16T11:33:23.585985
464,846,4156.0,2025-12-16T11:33:23.585985
464,1442,1282.0,2025-12-16T11:33:23.585985
464,1930,691.0,2025-12-16T11:33:23.585985
464,1060,1472.0,2025-12-16T11:33:23.585985
472,6,2081.0,2025-12-16T11:33:23.585985
472,124,3426.0,2025-12-16T11:33:23.585985
472,596,2581.0,2025-12-16T11:33:23.585985
472,798,1814.0,2025-12-16T11:33:23.585985
472,1456,4539.0,2025-12-16T11:33:23.585985
616,6,891.0,2025-12-16T11:33:23.585985
616,1793,1711.0,2025-12-16T11:33:23.585985
617,22,292.0,2025-12-16T11:33:23.585985
617,1360,232.0,2025-12-16T11:33:23.585985
715,235,354.0,2025-12-16T11:33:23.585985
751,6,2523.0,2025-12-16T11:33:23.585985
766,6,1091.0,2025-12-16T11:33:23.585985
766,35,1796.0,2025-12-16T11:33:23.585985
766,789,1621.0,2025-12-16T11:33:23.585985
766,1942,827.0,2025-12-16T11:33:23.585985
847,1192,649.0,2025-12-16T11:33:23.585985
902,6,2176.0,2025-12-16T11:33:23.585985
902,1040,3807.0,2025-12-16T11:33:23.585985
959,1190,1293.0,2025-12-16T11:33:23.585985
959,73,50000.0,2025-12-16T11:33:23.585985
1015,1148,3028.0,2025-12-16T11:33:23.585985
1015,1664,3401.0,2025-12-16T11:33:23.585985
1015,1828,186.0,2025-12-16T11:33:23.585985
1082,6,4995.0,2025-12-16T11:33:23.585985
1082,324,2559.0,2025-12-16T11:33:23.585985
1082,1944,2911.0,2025-12-16T11:33:23.585985
1082,284,1507.0,2025-12-16T11:33:23.585985
1082,799,50000.0,2025-12-16T11:33:23.585985
1100,6,1807.0,2025-12-16T11:33:23.585985
1100,1031,2588.0,2025-12-16T11:33:23.585985
1100,1859,3610.0,2025-12-16T11:33:23.585985
1100,1193,1430.0,2025-12-16T11:33:23.585985
1100,1402,1141.0,2025-12-16T11:33:23.585985
1100,19,1968.0,2025-12-16T11:33:23.585985
1122,6,443.0,2025-12-16T11:33:23.585985
1122,325,4125.0,2025-12-16T11:33:23.585985
1122,468,538.0,2025-12-16T11:33:23.585985
1122,1618,48000.0,2025-12-16T11:33:23.585985
1153,6,2718.0,2025-12-16T11:33:23.585985
1153,827,2979.0,2025-12-16T11:33:23.585985
1153,1362,354.0,2025-12-16T11:33:23.585985
1163,6,2195.0,2025-12-16T11:33:23.585985
1163,660,3979.0,2025-12-16T11:33:23.585985
1309,968,3243.0,2025-12-16T11:33:23.585985
1325,6,4515.0,2025-12-16T11:33:23.585985
1325,508,902.0,2025-12-16T11:33:23.585985
1325,656,48000.0,2025-12-16T11:33:23.585985
1347,6,4909.0,2025-12-16T11:33:23.585985
1347,565,2975.0,2025-12-16T11:33:23.585985
1369,761,4116.0,2025-12-16T11:33:23.585985
1369,1666,1932.0,2025-12-16T11:33:23.585985
1369,1141,693.0,2025-12-16T11:33:23.585985
1414,6,416.0,2025-12-16T11:33:23.585985
1414,1370,4093.0,2025-12-16T11:33:23.585985
1420,935,811.0,2025-12-16T11:33:23.585985
1420,1554,3990.0,2025-12-16T11:33:23.585985
1443,6,2165.0,2025-12-16T11:33:23.585985
1443,1402,4554.0,2025-12-16T11:33:23.585985
1443,1820,1258.0,2025-12-16T11:33:23.585985
1459,6,779.0,2025-12-16T11:33:23.585985
1459,33,2110.0,2025-12-16T11:33:23.585985
1459,1628,1400.0,2025-12-16T11:33:23.585985
1536,1193,1369.0,2025-12-16T11:33:23.585985
1536,168,1281.0,2025-12-16T11:33:23.585985
1553,6,2863.0,2025-12-16T11:33:23.586983
1553,899,2077.0,2025-12-16T11:33:23.586983
1553,765,50000.0,2025-12-16T11:33:23.586983
1599,858,381.0,2025-12-16T11:33:23.586983
1625,6,2744.0,2025-12-16T11:33:23.586983
1625,1542,2637.0,2025-12-16T11:33:23.586983
1745,6,4627.0,2025-12-16T11:33:23.586983
1745,435,3796.0,2025-12-16T11:33:23.586983
1745,1060,1637.0,2025-12-16T11:33:23.586983
1760,6,3463.0,2025-12-16T11:33:23.586983
1760,98,877.0,2025-12-16T11:33:23.586983
1760,1906,184.0,2025-12-16T11:33:23.586983
1760,1181,804.0,2025-12-16T11:33:23.586983
1826,113,4961.0,2025-12-16T11:33:23.586983
1826,1265,1356.0,2025-12-16T11:33:23.586983
1961,26,4247.0,2025-12-16T11:33:23.586983
1986,6,3740.0,2025-12-16T11:33:23.586983
1986,883,666.0,2025-12-16T11:33:23.586983
59,7,4212.0,2025-12-16T11:33:23.586983
59,33,1584.0,2025-12-16T11:33:23.586983
59,96,3894.0,2025-12-16T11:33:23.586983
59,1265,1045.0,2025-12-16T11:33:23.586983
129,70,4728.0,2025-12-16T11:33:23.586983
129,291,3279.0,2025-12-16T11:33:23.586983
129,1195,4488.0,2025-12-16T11:33:23.586983
586,7,499.0,2025-12-16T11:33:23.586983
586,1075,2174.0,2025-12-16T11:33:23.586983
586,1761,4897.0,2025-12-16T11:33:23.586983
1000,1942,740.0,2025-12-16T11:33:23.586983
1000,1479,556.0,2025-12-16T11:33:23.586983
1004,333,4123.0,2025-12-16T11:33:23.586983
1631,1742,1524.0,2025-12-16T11:33:23.586983
1631,38,569.0,2025-12-16T11:33:23.586983
26,29,2503.0,2025-12-16T11:33:23.586983
26,65,1433.0,2025-12-16T11:33:23.586983
26,84,426.0,2025-12-16T11:33:23.586983
26,91,2478.0,2025-12-16T11:33:23.586983
26,260,2814.0,2025-12-16T11:33:23.586983
26,295,3595.0,2025-12-16T11:33:23.586983
26,522,998.0,2025-12-16T11:33:23.586983
26,527,1368.0,2025-12-16T11:33:23.586983
26,575,729.0,2025-12-16T11:33:23.586983
26,993,1731.0,2025-12-16T11:33:23.586983
26,1044,4049.0,2025-12-16T11:33:23.586983
26,1116,4083.0,2025-12-16T11:33:23.586983
26,1322,2140.0,2025-12-16T11:33:23.586983
26,1813,146.0,2025-12-16T11:33:23.586983
26,1905,3272.0,2025-12-16T11:33:23.586983
278,306,1546.0,2025-12-16T11:33:23.586983
278,1797,1694.0,2025-12-16T11:33:23.586983
490,280,459.0,2025-12-16T11:33:23.586983
490,1644,2576.0,2025-12-16T11:33:23.586983
490,1867,1596.0,2025-12-16T11:33:23.586983
611,8,1930.0,2025-12-16T11:33:23.586983
611,1589,2885.0,2025-12-16T11:33:23.586983
611,1682,4880.0,2025-12-16T11:33:23.586983
611,1690,4141.0,2025-12-16T11:33:23.586983
700,8,1973.0,2025-12-16T11:33:23.586983
700,62,3742.0,2025-12-16T11:33:23.586983
1120,8,1051.0,2025-12-16T11:33:23.586983
1120,1686,931.0,2025-12-16T11:33:23.586983
1120,1838,1447.0,2025-12-16T11:33:23.586983
1640,822,1240.0,2025-12-16T11:33:23.586983
1945,581,1036.0,2025-12-16T11:33:23.586983
104,582,4710.0,2025-12-16T11:33:23.586983
124,787,293.0,2025-12-16T11:33:23.586983
124,1960,3688.0,2025-12-16T11:33:23.586983
149,9,4164.0,2025-12-16T11:33:23.586983
149,499,3103.0,2025-12-16T11:33:23.586983
149,468,1348.0,2025-12-16T11:33:23.586983
349,9,268.0,2025-12-16T11:33:23.586983
349,66,4402.0,2025-12-16T11:33:23.586983
349,814,3117.0,2025-12-16T11:33:23.586983
349,1061,4552.0,2025-12-16T11:33:23.586983
349,1382,971.0,2025-12-16T11:33:23.586983
349,1429,894.0,2025-12-16T11:33:23.586983
349,1479,1246.0,2025-12-16T11:33:23.586983
417,9,374.0,2025-12-16T11:33:23.586983
417,140,2384.0,2025-12-16T11:33:23.586983
482,573,3674.0,2025-12-16T11:33:23.586983
512,9,4665.0,2025-12-16T11:33:23.586983
512,1479,826.0,2025-12-16T11:33:23.586983
569,9,648.0,2025-12-16T11:33:23.586983
569,946,633.0,2025-12-16T11:33:23.586983
569,973,814.0,2025-12-16T11:33:23.586983
569,1717,2252.0,2025-12-16T11:33:23.586983
569,1190,1187.0,2025-12-16T11:33:23.586983
783,77,3988.0,2025-12-16T11:33:23.586983
788,9,3387.0,2025-12-16T11:33:23.586983
788,1214,49000.0,2025-12-16T11:33:23.586983
839,9,2092.0,2025-12-16T11:33:23.586983
839,71,1226.0,2025-12-16T11:33:23.586983
839,1555,1091.0,2025-12-16T11:33:23.586983
839,1665,297.0,2025-12-16T11:33:23.586983
1069,9,1427.0,2025-12-16T11:33:23.586983
1069,442,807.0,2025-12-16T11:33:23.586983
1069,1717,4772.0,2025-12-16T11:33:23.586983
1210,9,1630.0,2025-12-16T11:33:23.586983
1210,1149,1709.0,2025-12-16T11:33:23.586983
1210,1641,3754.0,2025-12-16T11:33:23.586983
1210,905,1895.0,2025-12-16T11:33:23.586983
1472,9,3158.0,2025-12-16T11:33:23.586983
1516,77,4665.0,2025-12-16T11:33:23.586983
1516,1937,2254.0,2025-12-16T11:33:23.586983
51,10,4014.0,2025-12-16T11:33:23.586983
58,10,647.0,2025-12-16T11:33:23.586983
58,34,1619.0,2025-12-16T11:33:23.586983
58,302,4868.0,2025-12-16T11:33:23.586983
58,1942,1390.0,2025-12-16T11:33:23.586983
58,1784,98825.0,2025-12-16T11:33:23.586983
85,57,4684.0,2025-12-16T11:33:23.586983
85,277,425.0,2025-12-16T11:33:23.586983
85,356,2002.0,2025-12-16T11:33:23.586983
85,409,1758.0,2025-12-16T11:33:23.586983
85,505,1307.0,2025-12-16T11:33:23.586983
85,768,2560.0,2025-12-16T11:33:23.586983
85,891,1191.0,2025-12-16T11:33:23.586983
85,983,3300.0,2025-12-16T11:33:23.586983
85,1749,828.0,2025-12-16T11:33:23.586983
95,49,3146.0,2025-12-16T11:33:23.586983
95,666,591.0,2025-12-16T11:33:23.586983
95,758,4279.0,2025-12-16T11:33:23.586983
95,911,199.0,2025-12-16T11:33:23.586983
95,955,1023.0,2025-12-16T11:33:23.586983
95,1508,4397.0,2025-12-16T11:33:23.587987
95,1333,1683.0,2025-12-16T11:33:23.587987
108,10,4897.0,2025-12-16T11:33:23.587987
108,37,4446.0,2025-12-16T11:33:23.587987
108,1803,48000.0,2025-12-16T11:33:23.587987
206,215,2584.0,2025-12-16T11:33:23.587987
206,412,1222.0,2025-12-16T11:33:23.587987
206,437,2717.0,2025-12-16T11:33:23.587987
206,525,2096.0,2025-12-16T11:33:23.587987
233,170,4035.0,2025-12-16T11:33:23.587987
233,743,1849.0,2025-12-16T11:33:23.587987
233,1190,1645.0,2025-12-16T11:33:23.587987
233,818,50000.0,2025-12-16T11:33:23.587987
519,10,4018.0,2025-12-16T11:33:23.587987
519,121,4021.0,2025-12-16T11:33:23.587987
519,710,1854.0,2025-12-16T11:33:23.587987
519,1474,911.0,2025-12-16T11:33:23.587987
519,1685,1512.0,2025-12-16T11:33:23.587987
633,10,3277.0,2025-12-16T11:33:23.587987
645,10,4630.0,2025-12-16T11:33:23.587987
724,10,4535.0,2025-12-16T11:33:23.587987
724,69,680.0,2025-12-16T11:33:23.587987
735,1741,1296.0,2025-12-16T11:33:23.587987
782,10,1140.0,2025-12-16T11:33:23.587987
782,615,4276.0,2025-12-16T11:33:23.587987
782,1353,1291.0,2025-12-16T11:33:23.587987
830,10,657.0,2025-12-16T11:33:23.587987
830,1265,1079.0,2025-12-16T11:33:23.587987
884,10,4305.0,2025-12-16T11:33:23.587987
884,1190,1748.0,2025-12-16T11:33:23.587987
931,10,4737.0,2025-12-16T11:33:23.587987
931,318,1449.0,2025-12-16T11:33:23.587987
1019,722,2123.0,2025-12-16T11:33:23.587987
1019,648,1965.0,2025-12-16T11:33:23.587987
1053,10,3063.0,2025-12-16T11:33:23.587987
1053,88,1946.0,2025-12-16T11:33:23.587987
1053,905,784.0,2025-12-16T11:33:23.587987
1302,10,3429.0,2025-12-16T11:33:23.587987
1302,46,588.0,2025-12-16T11:33:23.587987
1620,10,3637.0,2025-12-16T11:33:23.587987
1620,922,451.0,2025-12-16T11:33:23.587987
1739,1942,1450.0,2025-12-16T11:33:23.587987
1768,10,3332.0,2025-12-16T11:33:23.587987
1768,340,326.0,2025-12-16T11:33:23.587987
1768,1388,69343.0,2025-12-16T11:33:23.587987
1990,10,3161.0,2025-12-16T11:33:23.587987
1990,377,629.0,2025-12-16T11:33:23.587987
225,11,3784.0,2025-12-16T11:33:23.587987
225,1827,1940.0,2025-12-16T11:33:23.587987
245,11,1143.0,2025-12-16T11:33:23.587987
245,404,4026.0,2025-12-16T11:33:23.587987
324,11,4274.0,2025-12-16T11:33:23.587987
324,250,3430.0,2025-12-16T11:33:23.587987
324,1278,68214.0,2025-12-16T11:33:23.587987
341,242,2077.0,2025-12-16T11:33:23.587987
341,567,4370.0,2025-12-16T11:33:23.587987
422,11,2456.0,2025-12-16T11:33:23.587987
422,448,4172.0,2025-12-16T11:33:23.587987
422,518,714.0,2025-12-16T11:33:23.587987
422,562,3645.0,2025-12-16T11:33:23.587987
422,923,353.0,2025-12-16T11:33:23.587987
422,1294,3518.0,2025-12-16T11:33:23.587987
422,1304,643.0,2025-12-16T11:33:23.587987
422,1691,4701.0,2025-12-16T11:33:23.587987
422,1901,795.0,2025-12-16T11:33:23.587987
422,1949,1292.0,2025-12-16T11:33:23.587987
451,11,427.0,2025-12-16T11:33:23.587987
451,190,3127.0,2025-12-16T11:33:23.587987
451,867,2372.0,2025-12-16T11:33:23.587987
597,1020,3321.0,2025-12-16T11:33:23.587987
597,1389,2400.0,2025-12-16T11:33:23.587987
597,1576,3905.0,2025-12-16T11:33:23.587987
638,1156,2897.0,2025-12-16T11:33:23.587987
638,1274,2586.0,2025-12-16T11:33:23.587987
638,581,542.0,2025-12-16T11:33:23.587987
638,887,49000.0,2025-12-16T11:33:23.587987
786,11,2624.0,2025-12-16T11:33:23.587987
786,904,3949.0,2025-12-16T11:33:23.587987
786,915,4289.0,2025-12-16T11:33:23.588986
803,119,4095.0,2025-12-16T11:33:23.588986
1485,319,3262.0,2025-12-16T11:33:23.588986
1651,11,4929.0,2025-12-16T11:33:23.588986
1651,1705,4689.0,2025-12-16T11:33:23.588986
1651,1063,700.0,2025-12-16T11:33:23.588986
1651,1628,1334.0,2025-12-16T11:33:23.588986
1931,11,3944.0,2025-12-16T11:33:23.588986
1931,1537,2861.0,2025-12-16T11:33:23.588986
1957,11,845.0,2025-12-16T11:33:23.588986
1957,214,4111.0,2025-12-16T11:33:23.588986
1987,11,2905.0,2025-12-16T11:33:23.588986
1987,773,4464.0,2025-12-16T11:33:23.588986
84,123,4335.0,2025-12-16T11:33:23.588986
84,1235,615.0,2025-12-16T11:33:23.588986
84,1181,875.0,2025-12-16T11:33:23.588986
205,12,2297.0,2025-12-16T11:33:23.588986
205,206,2322.0,2025-12-16T11:33:23.588986
205,297,2467.0,2025-12-16T11:33:23.588986
205,604,4969.0,2025-12-16T11:33:23.588986
205,922,4306.0,2025-12-16T11:33:23.588986
205,1165,1966.0,2025-12-16T11:33:23.588986
344,334,2664.0,2025-12-16T11:33:23.588986
344,552,2755.0,2025-12-16T11:33:23.588986
344,1704,2061.0,2025-12-16T11:33:23.588986
389,107,4736.0,2025-12-16T11:33:23.588986
1167,12,1666.0,2025-12-16T11:33:23.588986
1167,1666,958.0,2025-12-16T11:33:23.588986
1230,1816,2609.0,2025-12-16T11:33:23.588986
1430,855,1369.0,2025-12-16T11:33:23.588986
1497,12,2844.0,2025-12-16T11:33:23.588986
1809,1402,1277.0,2025-12-16T11:33:23.588986
128,13,3471.0,2025-12-16T11:33:23.588986
128,26,2381.0,2025-12-16T11:33:23.588986
128,299,2261.0,2025-12-16T11:33:23.588986
474,542,4996.0,2025-12-16T11:33:23.588986
474,936,3572.0,2025-12-16T11:33:23.588986
474,1629,1642.0,2025-12-16T11:33:23.588986
474,1803,1240.0,2025-12-16T11:33:23.588986
1288,1123,2516.0,2025-12-16T11:33:23.588986
1288,1060,1384.0,2025-12-16T11:33:23.588986
1427,13,3061.0,2025-12-16T11:33:23.588986
1801,151,4546.0,2025-12-16T11:33:23.588986
123,14,4629.0,2025-12-16T11:33:23.588986
134,24,2730.0,2025-12-16T11:33:23.588986
280,14,1774.0,2025-12-16T11:33:23.588986
280,1985,3890.0,2025-12-16T11:33:23.588986
394,183,4865.0,2025-12-16T11:33:23.588986
394,548,4360.0,2025-12-16T11:33:23.588986
394,1333,1853.0,2025-12-16T11:33:23.588986
394,921,1728.0,2025-12-16T11:33:23.588986
790,1479,732.0,2025-12-16T11:33:23.588986
1716,14,2123.0,2025-12-16T11:33:23.588986
1716,844,1785.0,2025-12-16T11:33:23.588986
46,17,4999.0,2025-12-16T11:33:23.588986
46,1196,2863.0,2025-12-16T11:33:23.588986
46,1583,1599.0,2025-12-16T11:33:23.588986
73,15,4171.0,2025-12-16T11:33:23.588986
73,66,3171.0,2025-12-16T11:33:23.588986
73,1771,49000.0,2025-12-16T11:33:23.588986
127,15,3308.0,2025-12-16T11:33:23.588986
127,33,4067.0,2025-12-16T11:33:23.588986
127,497,2317.0,2025-12-16T11:33:23.588986
127,1479,808.0,2025-12-16T11:33:23.588986
131,48,3860.0,2025-12-16T11:33:23.588986
131,170,4502.0,2025-12-16T11:33:23.588986
131,1741,2896.0,2025-12-16T11:33:23.588986
131,1835,1298.0,2025-12-16T11:33:23.588986
142,15,2186.0,2025-12-16T11:33:23.588986
142,69,690.0,2025-12-16T11:33:23.588986
142,586,2168.0,2025-12-16T11:33:23.588986
142,906,1119.0,2025-12-16T11:33:23.588986
142,935,3184.0,2025-12-16T11:33:23.588986
142,970,4611.0,2025-12-16T11:33:23.588986
142,1313,3320.0,2025-12-16T11:33:23.588986
188,247,126.0,2025-12-16T11:33:23.588986
188,446,645.0,2025-12-16T11:33:23.588986
188,588,1647.0,2025-12-16T11:33:23.588986
188,1003,2187.0,2025-12-16T11:33:23.588986
188,648,1534.0,2025-12-16T11:33:23.588986
216,107,3825.0,2025-12-16T11:33:23.588986
216,320,4610.0,2025-12-16T11:33:23.588986
216,348,4880.0,2025-12-16T11:33:23.588986
216,539,2369.0,2025-12-16T11:33:23.588986
235,15,4287.0,2025-12-16T11:33:23.588986
235,292,4748.0,2025-12-16T11:33:23.588986
235,776,3544.0,2025-12-16T11:33:23.588986
235,1681,1731.0,2025-12-16T11:33:23.588986
235,1468,1936.0,2025-12-16T11:33:23.588986
237,91,517.0,2025-12-16T11:33:23.588986
237,613,3603.0,2025-12-16T11:33:23.588986
237,1605,4110.0,2025-12-16T11:33:23.588986
237,1698,4976.0,2025-12-16T11:33:23.588986
237,1747,985.0,2025-12-16T11:33:23.588986
258,615,4002.0,2025-12-16T11:33:23.588986
258,679,3681.0,2025-12-16T11:33:23.588986
258,322,1622.0,2025-12-16T11:33:23.588986
281,29,2665.0,2025-12-16T11:33:23.588986
281,321,1078.0,2025-12-16T11:33:23.588986
281,545,1244.0,2025-12-16T11:33:23.588986
281,750,1583.0,2025-12-16T11:33:23.588986
281,773,1106.0,2025-12-16T11:33:23.588986
281,1661,3060.0,2025-12-16T11:33:23.588986
281,1864,1007.0,2025-12-16T11:33:23.588986
329,1611,436.0,2025-12-16T11:33:23.588986
329,1715,675.0,2025-12-16T11:33:23.588986
331,15,2372.0,2025-12-16T11:33:23.588986
331,44,980.0,2025-12-16T11:33:23.588986
331,559,4593.0,2025-12-16T11:33:23.588986
331,702,4484.0,2025-12-16T11:33:23.588986
331,1006,2298.0,2025-12-16T11:33:23.588986
