node_id,account_age_days,balance,in_out_ratio,pagerank,tx_velocity,is_fraud,in_degree,out_degree,total_incoming,total_outgoing,risk_ratio,anomaly_score,is_anomalous
1587,424,38171.25,1.92,0.0004048897433732,98,0,2,0,5747.0,0.0,574700000.0,-0.177794027264202,0
1651,1872,45662.99,1.47,0.0002139331789344,65,0,1,4,4228.0,11652.0,0.3628561617208581,-0.2226706774581969,0
1931,3079,35485.51,1.31,0.0001134109257384,47,0,0,2,0.0,6805.0,0.0,-0.2338190081370262,0
1957,1400,34853.13,1.34,0.0001134109257384,54,0,0,2,0.0,4956.0,0.0,-0.2433860504136475,0
1987,1094,36809.64,0.56,0.0001134109257384,4,0,0,2,0.0,7369.0,0.0,-0.2323759318562004,0
84,1508,46081.28,0.79,0.0003622985169122,90,0,3,3,5479.0,5825.0,0.9406008567543334,-0.2491281144230989,0
205,1505,33853.64,1.43,0.0007085638347038,82,0,6,6,15328.0,18327.0,0.8363616517507712,-0.1387630874497367,0
344,2325,7479.43,1.25,0.0015723059305511,87,0,4,3,13074.0,7480.0,1.7478609602301325,-0.2227271788339453,0
389,2313,7453.63,0.57,0.0001742452086078,74,0,1,1,3890.0,4736.0,0.8213682415089354,-0.259479494493917,0
1167,3347,47593.73,1.7,0.0001326851962081,1,0,1,2,4814.0,2624.0,1.8346036515449555,-0.262336038476067,0
1230,1085,5924.86,0.28,0.0004014641100065,91,0,2,1,6075.0,2609.0,2.328478335268385,-0.2622841800080432,0
1430,1439,45852.45,0.86,0.0014214197791948,75,0,2,1,5528.0,1369.0,4.037983900379957,-0.2622529666357978,0
1497,111,48709.86,0.25,0.0002452433860956,24,0,1,1,1720.0,2844.0,0.6047819950605414,-0.2592510828960526,0
1809,1716,43812.71,0.42,0.0002265383782399,54,0,2,1,4057.0,1277.0,3.176977265646224,-0.2687680913844372,0
128,526,12718.27,0.67,0.0002783498207518,68,0,2,3,6111.0,8113.0,0.7532355469576784,-0.2562937229648717,0
474,1468,32958.45,0.83,0.0009900843505947,39,0,4,4,9235.0,11450.0,0.8065502176362007,-0.2146391173419854,0
1288,3582,36723.28,1.53,0.0003991481210731,93,0,1,2,3870.0,3900.0,0.9923076897633136,-0.2681746328925551,0
1427,2813,43483.96,0.31,0.0002575696747759,73,0,1,1,982.0,3061.0,0.3208101916994113,-0.2556407701651922,0
1801,2510,38856.89,0.75,0.0008420645589616,18,1,2,1,65030.0,4546.0,14.304883382523354,-0.1477944748986118,0
123,844,13524.16,0.5,0.0002430446573754,95,0,2,1,6099.0,4629.0,1.3175631857473251,-0.260358771453427,0
134,2392,19958.71,0.69,0.0005719257792788,21,0,3,1,10264.0,2730.0,3.759706945935139,-0.2392765641022267,0
280,2388,40837.83,0.1,0.0004824281141491,8,0,4,2,7963.0,5664.0,1.4058968901732047,-0.2367511643159897,0
394,2691,38709.81,0.89,0.0007300424050338,53,0,3,4,4404.0,12806.0,0.3439012959988277,-0.2193794316475361,0
790,2688,32760.61,1.49,0.0004874303732477,21,0,4,1,5689.0,732.0,7.771857817324347,-0.2204969094883653,0
1716,2235,8902.42,0.45,0.0001134109257384,17,0,0,2,0.0,3908.0,0.0,-0.2390191672404764,0
46,744,9981.22,0.45,0.0018281360927913,14,0,8,3,20823.0,9461.0,2.200930131908963,-0.1381046903166403,0
73,3226,22587.97,1.65,0.0002435860872225,23,1,1,3,50000.0,56342.0,0.8874374355032768,-0.1380402056203138,0
127,1195,10126.95,1.52,0.0004630732613652,97,0,2,4,2196.0,10500.0,0.2091428569436734,-0.2338081049757885,0
131,1484,9675.05,1.97,0.0007408497809964,52,0,6,4,16497.0,12556.0,1.313873844127211,-0.1720502950953994,0
142,1361,22092.45,1.83,0.0008089450275894,13,0,2,7,4318.0,17278.0,0.2499131842516997,-0.1416117267948647,0
188,2787,43431.26,0.42,0.0011812094130531,37,0,7,5,23221.0,6139.0,3.7825378664562015,-0.1223793678265308,0
216,2120,4376.78,0.34,0.0002582096834872,8,0,2,4,6464.0,15684.0,0.4121397600024613,-0.2168516226295738,0
235,2026,17173.38,1.21,0.0005938152837247,61,0,4,5,11178.0,16246.0,0.6880462878936069,-0.1849751919089525,0
237,3203,24311.2,1.55,0.000484410503166,1,0,5,5,14454.0,14191.0,1.0185328722299114,-0.169763845037222,0
258,3046,3146.72,1.53,0.0005102379058718,0,0,4,3,13991.0,9305.0,1.5036002133222997,-0.2168220950021324,0
281,1860,33299.58,1.6,0.0003452488530563,5,0,3,7,8695.0,11743.0,0.7404411132245243,-0.1583726734571069,0
329,351,4932.41,1.09,0.0002883487629539,0,0,3,2,9701.0,1111.0,8.731773098723915,-0.2391345354178384,0
331,1590,18845.72,1.09,0.0001134109257384,97,0,0,7,0.0,17337.0,0.0,-0.0961983366863978,0
376,2543,13365.21,1.02,0.0006946916105201,96,0,4,4,7910.0,10513.0,0.7524017875464646,-0.2176719074868292,0
383,1203,16917.8,0.92,0.00075470391982,47,1,6,6,62430.0,56017.0,1.1144831031446734,-0.0743810698185962,0
385,1929,34124.81,0.75,0.000391043229574,40,0,3,3,9452.0,7679.0,1.230889437126072,-0.2409088746058598,0
432,2617,40860.67,1.89,0.0002796472968808,85,0,2,0,8205.0,0.0,820499999.9999999,-0.1292450437094086,0
436,623,19983.72,1.26,0.0002474029134778,45,0,2,1,5821.0,1170.0,4.9752136326904814,-0.2606845916302379,0
446,3586,43666.56,1.63,0.0006761931701434,0,0,2,2,4130.0,7059.0,0.5850687057868413,-0.2629484626022503,0
550,716,22900.27,1.43,0.000813719891703,92,1,6,4,63838.0,57659.0,1.107164536133619,-0.0953930585504926,0
566,2653,41787.52,1.86,0.0007549575006255,3,0,4,1,9029.0,288.0,31.350693355878704,-0.2043929768595809,0
581,3338,30135.27,1.75,0.0025943003129912,35,1,20,8,26987.0,117389.0,0.2298937719692736,0.0775857815331616,1
602,1411,47557.99,1.53,0.0006172725436991,31,0,4,0,6416.0,0.0,641600000.0,-0.1145203567807455,0
673,1757,18484.65,1.27,0.0025314894337902,84,0,3,10,6191.0,21220.0,0.2917530630104839,-0.0773444868681965,0
694,2615,43505.67,1.08,0.0004006267119945,84,0,3,1,7018.0,1779.0,3.944912850225336,-0.2455856307492744,0
756,2538,9477.95,1.97,0.0001520860786787,41,0,1,2,2605.0,3598.0,0.7240133387325921,-0.2688182980466626,0
952,2371,929.85,0.78,0.0001134109257384,5,0,0,2,0.0,2977.0,0.0,-0.2353239250978664,0
1022,1687,48482.92,1.5,0.0003043305313646,86,0,2,0,3728.0,0.0,372800000.0,-0.1884597532832329,0
1059,3507,22270.88,1.25,0.0003454158811497,51,1,1,4,48000.0,52925.0,0.9069437882084188,-0.1335366148468902,0
1108,322,36986.31,1.61,0.0001134109257384,44,0,0,3,0.0,6216.0,0.0,-0.2289848220640252,0
1139,354,21453.02,1.87,0.0002167826848031,60,0,1,1,4619.0,4848.0,0.952764024437368,-0.2570374749212456,0
1180,693,49344.89,1.73,0.0001134109257384,12,1,0,3,0.0,57021.0,0.0,-0.1054822707728837,0
1253,1437,36740.46,0.66,0.0005341908725005,24,1,3,1,53184.0,2002.0,26.565434432740087,-0.1621612400060931,0
1376,964,35625.9,1.75,0.0002443041525866,73,0,1,1,1328.0,922.0,1.4403470559615288,-0.2573363220576724,0
1530,1314,39264.61,1.46,0.0002167826848031,4,0,1,2,4339.0,1420.0,3.055633781298354,-0.2602386073586773,0
1542,1327,6480.28,1.61,0.0002476213248365,38,0,2,1,5508.0,3738.0,1.4735152448541593,-0.2630485327852874,0
1630,2704,41634.47,1.99,0.0001134109257384,59,0,0,2,0.0,5056.0,0.0,-0.243406742386134,0
1657,1223,8485.84,0.95,0.0002167826848031,14,0,1,2,3637.0,4080.0,0.8914215664425942,-0.2684492222225809,0
96,2939,24160.21,1.13,0.0008787579410133,31,0,6,5,20752.0,9969.0,2.081653122598402,-0.1486030119744068,0
113,1125,10660.88,1.53,0.0010904032176023,84,0,6,3,17806.0,10973.0,1.622710287412093,-0.1713590984522912,0
146,2509,35025.46,0.3,0.0007756016137288,91,0,5,2,7105.0,3007.0,2.3628200786071827,-0.2051422436680985,0
151,2670,1558.17,1.87,0.0009705752441805,41,0,3,5,11137.0,17227.0,0.6464851682553636,-0.1907304549173307,0
167,1649,45142.16,1.56,0.0005326693083899,28,1,4,1,58294.0,49000.0,1.1896734691449644,-0.1230397005508014,0
202,1141,35986.83,1.37,0.0002626371835711,85,0,1,3,4534.0,2877.0,1.5759471617102982,-0.2535710764116877,0
219,1852,6242.6,0.36,0.0004443455966813,68,0,3,7,11910.0,15772.0,0.7551356830109462,-0.1471571776480659,0
246,3228,31714.05,1.03,0.0011520867758526,88,1,6,2,98671.0,4482.0,22.0149486345048,-0.0426415955524216,0
317,3564,16706.78,0.53,0.0003902184198477,73,0,3,7,1862.0,18738.0,0.0993702635823619,-0.1283792128775395,0
428,1517,38340.24,1.24,0.000310042633327,82,0,2,3,9062.0,2540.0,3.5677165213869424,-0.2463858541213424,0
478,3093,17226.97,1.83,0.0002543102409219,95,0,2,2,6603.0,8068.0,0.8184184422181229,-0.25464860672614,0
506,2434,36826.52,0.83,0.0003738414826192,82,0,2,4,9763.0,9459.0,1.0321387027887317,-0.2330605330380225,0
509,2163,39275.59,1.94,0.0001134109257384,55,0,0,3,0.0,11543.0,0.0,-0.2085987774722891,0
515,1874,40441.53,0.52,0.0007030216892605,14,0,4,4,10131.0,10276.0,0.9858894501888972,-0.2172616082495078,0
565,1725,14619.73,0.31,0.0001615966019125,43,0,1,2,2975.0,4924.0,0.604183589349749,-0.2689492838658593,0
576,715,37055.0,1.88,0.0005650274665479,95,0,2,1,7076.0,2304.0,3.0711805422257785,-0.2586114845967965,0
585,783,47106.18,1.19,0.0002733679296999,16,0,1,2,1965.0,5331.0,0.3685987612669316,-0.2654120374298033,0
588,3528,42681.18,1.91,0.0003142214928073,73,0,1,2,1647.0,5415.0,0.3041551240920496,-0.2648709852585458,0
630,124,36872.2,0.69,0.0002323340774826,75,0,1,3,1641.0,3108.0,0.5279922762934611,-0.2533906684981283,0
666,542,26826.59,1.71,0.000182468978057,54,0,1,1,591.0,4336.0,0.1363007376930333,-0.2540277193301251,0
745,3010,16050.19,0.79,0.0002733679296999,86,0,1,1,1656.0,4449.0,0.3722184752254024,-0.2556271497588807,0
797,991,46702.87,0.34,0.0005759776547475,84,1,3,2,8365.0,51703.0,0.1617894512578014,-0.160759082494776,0
987,2741,30120.72,0.52,0.000383481018031,50,0,2,0,4391.0,0.0,439100000.0,-0.1921369684661317,0
1013,1060,558.51,1.72,0.0002797919220284,40,1,1,6,49000.0,57612.0,0.850517253202368,-0.0887207159161388,0
1107,3076,7320.57,1.89,0.0008438933274217,28,0,1,1,4060.0,856.0,4.742990598796839,-0.256476086185716,0
1272,2900,25041.65,0.97,0.0001422094449316,76,0,1,1,3346.0,4628.0,0.7229904910912047,-0.2595099374356274,0
1365,3100,14241.3,1.52,0.0001134109257384,89,0,0,2,0.0,2661.0,0.0,-0.2319184050125591,0
1374,357,1813.76,0.71,0.0001134109257384,64,0,0,2,0.0,5151.0,0.0,-0.2438949837547368,0
1379,892,49517.72,0.33,0.0002729221021103,90,0,1,1,459.0,2190.0,0.2095890401388628,-0.2529565111399133,0
1444,713,28741.2,1.3,0.0002733679296999,27,0,1,1,3645.0,3811.0,0.9564418762622884,-0.2643059855083854,0
1460,1656,24801.77,1.44,0.0003361529595166,48,1,2,2,8280.0,51320.0,0.1613406079186787,-0.166382723080556,0
1531,451,3034.75,1.64,0.0004481129471139,19,0,2,2,8589.0,1897.0,4.527675252885213,-0.252506838004609,0
1545,421,41411.45,0.5,0.0002733679296999,93,0,1,1,1409.0,2381.0,0.5917681621513307,-0.2596423239024744,0
1691,291,46728.2,0.53,0.0003605175229165,94,0,2,0,8793.0,0.0,879299999.9999999,-0.116868993160236,0
1754,3629,2723.06,1.74,0.0001134109257384,22,0,0,2,0.0,3599.0,0.0,-0.237739228482216,0
1780,1968,42853.26,1.48,0.0003660815687093,38,0,2,1,5585.0,1026.0,5.443469732519788,-0.2617862160781426,0
1908,2276,49221.04,1.35,0.0001134109257384,20,0,0,2,0.0,4117.0,0.0,-0.2396793322557713,0
1927,250,49554.05,1.14,0.0005118290873475,43,0,2,0,7885.0,0.0,788499999.9999999,-0.1356872697102789,0
52,137,21179.63,1.0,0.0007962105182036,44,0,5,5,7747.0,9455.0,0.8193548378430938,-0.1766647292924218,0
147,3187,37909.94,0.84,0.0004766687910136,67,0,4,6,15154.0,14618.0,1.0366671220162351,-0.1602482841088048,0
346,1656,36365.05,0.64,0.000274716445558,24,0,3,2,9374.0,3510.0,2.670655263046566,-0.2498004947990197,0
570,2176,35085.32,1.14,0.0001134109257384,12,0,0,2,0.0,1940.0,0.0,-0.2255569827534497,0
612,3163,6631.94,1.53,0.0003960770413911,74,0,3,1,9429.0,1961.0,4.808261066760525,-0.239855735046836,0
932,370,43306.19,0.2,0.0001134109257384,90,0,0,6,0.0,10725.0,0.0,-0.1359691335804628,0
975,455,15273.29,1.34,0.0002131258181661,73,0,1,2,4153.0,8522.0,0.4873269179918717,-0.2519996537388807,0
1675,1105,6964.29,1.42,0.0002799595665437,37,0,1,1,4004.0,3122.0,1.2825112066543525,-0.2636822805674897,0
1782,2561,44871.18,0.5,0.0001134109257384,95,0,0,2,0.0,2916.0,0.0,-0.2345712038191986,0
1785,666,9863.19,1.34,0.0002552800330859,46,0,1,1,3051.0,4471.0,0.6823976723721815,-0.2594172842884325,0
54,375,36325.28,1.19,0.0023889881912011,86,1,18,10,20543.0,101070.0,0.2032551696642668,0.0582255484458065,1
111,2712,39296.41,1.73,0.0007163327847038,48,0,4,7,12606.0,12379.0,1.0183375062457891,-0.1491072889716636,0
598,1626,47524.87,0.91,0.0003966535824972,21,0,2,4,5174.0,7585.0,0.6821357934315943,-0.2424340503463752,0
605,1297,46306.67,0.28,0.0004434174959757,60,1,2,2,49489.0,50387.0,0.9821779425283944,-0.1654685174535988,0
994,969,9063.68,0.2,0.0002061245647478,65,0,1,1,325.0,2113.0,0.1538097484438724,-0.2514046633264942,0
1014,1043,32539.88,1.23,0.0002678132301221,19,1,1,3,48000.0,52360.0,0.9167303283199522,-0.1396343131807355,0
1150,3051,31385.93,0.87,0.0001763682717091,4,1,1,4,47000.0,5212.0,9.017651555990692,-0.1385237769469384,0
153,1193,6028.25,0.85,0.0012424650094462,38,1,4,5,53481.0,10834.0,4.9364039090489165,-0.1238910116540578,0
172,1845,34430.41,1.91,0.0008025324912928,83,0,3,5,9954.0,17361.0,0.5733540691357906,-0.1919597707717364,0
236,2596,37285.49,1.57,0.0006513405217585,85,0,2,0,4128.0,0.0,412800000.0,-0.1927723602525254,0
264,547,32960.09,1.58,0.0005312647535089,83,0,2,1,6654.0,3408.0,1.9524647830033308,-0.2613605203480945,0
583,567,19166.84,1.3,0.0005112907228698,56,0,3,3,7909.0,9815.0,0.8058074367745213,-0.2373839399723296,0
764,2187,18429.42,0.33,0.0001738663517914,10,0,1,3,2011.0,8872.0,0.2266681692666048,-0.2470132764699898,0
1562,3464,6190.37,1.32,0.0006939242623646,65,0,1,1,4161.0,2159.0,1.9272811397532137,-0.2644904140355522,0
165,728,11324.26,1.22,0.0014291274935551,73,1,13,5,18190.0,68557.0,0.2653266624465296,-0.0361569431343155,0
168,147,24026.97,1.42,0.0032418818572502,12,1,16,3,20817.0,100263.0,0.207623948993385,0.0020517649793544,1
392,173,39737.75,0.44,0.0008898478129987,61,0,4,4,4473.0,7401.0,0.6043777859689532,-0.2156996506972532,0
564,2747,49997.71,1.44,0.0004515927472119,38,0,2,2,4268.0,6712.0,0.6358760419608521,-0.2638470436460114,0
901,1491,28614.01,0.29,0.0001134109257384,8,0,0,3,0.0,6768.0,0.0,-0.2295664238445042,0
1114,3554,35717.03,1.74,0.0013134015307712,68,1,3,2,54753.0,47295.0,1.1576910876080575,-0.1517140325005148,0
1213,1362,9326.0,1.64,0.0007695890198105,2,0,1,4,4699.0,7347.0,0.639580780400734,-0.2281378407693317,0
1243,3569,19750.45,1.65,0.0001134109257384,100,0,0,3,0.0,5859.0,0.0,-0.2296765550751018,0
1418,1980,40628.59,1.03,0.000522832829575,66,0,2,1,4992.0,4936.0,1.0113452167517318,-0.2612929932657815,0
1682,1943,41873.48,1.12,0.0005971789308637,83,0,2,0,9648.0,0.0,964800000.0,-0.0985794653054266,0
1694,3597,6292.06,1.53,0.00019047228989,84,0,1,2,2400.0,2598.0,0.923787525312596,-0.2658534428836372,0
770,2244,44890.35,0.44,0.000616893171298,76,0,3,0,10754.0,0.0,1075400000.0,-0.0682830813608866,0
1268,1145,34791.27,0.11,0.0004295193661637,57,0,3,0,6377.0,0.0,637700000.0,-0.1391965097225342,0
1660,2276,40045.6,0.33,0.0001134109257384,16,0,0,3,0.0,6904.0,0.0,-0.2304720871862436,0
1951,1852,28796.54,1.34,0.0002085244430997,11,0,2,0,3123.0,0.0,312300000.0,-0.1857693205085057,0
76,583,28168.56,1.72,0.0006188032541806,4,1,3,2,7369.0,50989.0,0.1445213673253993,-0.1607587271478133,0
152,2887,4322.06,0.34,0.0005961484376585,38,0,4,3,11630.0,9954.0,1.1683745216311288,-0.2184713754343645,0
158,2238,18241.63,1.13,0.0010265777412075,54,0,4,8,10162.0,24688.0,0.4116169797425401,-0.1182471045264723,0
345,755,48857.44,1.35,0.0005362867495165,31,0,2,1,3072.0,1674.0,1.8351254370661565,-0.2659477266776853,0
1009,2450,15099.94,1.9,0.0004062923090116,66,0,2,1,4234.0,2110.0,2.0066350615799284,-0.2681516938738697,0
1121,2477,45240.51,0.66,0.0002056154479779,68,0,1,1,155.0,1292.0,0.119969039319125,-0.2465287277220781,0
1240,1900,22301.52,1.2,0.0004390024850159,88,1,4,1,57615.0,49000.0,1.1758163262906496,-0.1241569233756853,0
1409,2614,15715.51,1.83,0.0004141845823904,45,0,2,0,7703.0,0.0,770299999.9999999,-0.1394450389058685,0
1841,3097,30347.99,1.07,0.0002056154479779,88,0,1,2,4912.0,4187.0,1.1731550007806186,-0.2655510307068834,0
1943,2634,5040.56,1.66,0.0001520860786787,30,0,1,1,1520.0,535.0,2.841121442222029,-0.253780506592472,0
668,3623,1933.02,0.37,0.0001589406011467,27,1,1,4,3768.0,106881.0,0.0352541611666007,-0.0384654742207982,0
1580,2340,47875.4,1.24,0.0001134109257384,27,0,0,2,0.0,5739.0,0.0,-0.2415887552542979,0
35,1811,29629.98,0.63,0.0009893650160431,93,0,13,14,27980.0,38678.0,0.723408655896528,0.0198008717170978,1
72,2174,31153.41,0.24,0.0004105892504835,32,0,4,9,9448.0,16478.0,0.5733705543310047,-0.1104179358056771,0
579,2650,13107.65,1.33,0.0002843156968533,20,0,1,1,1872.0,4368.0,0.4285714275902669,-0.2572618174438103,0
889,2649,20062.96,0.26,0.0005600261749841,32,0,2,0,3089.0,0.0,308900000.0,-0.1843744045088872,0
1396,2216,33858.63,1.89,0.000580577221841,18,0,3,1,10280.0,1472.0,6.983695604730329,-0.2381823094777014,0
1907,1298,26841.63,0.23,0.0002843156968533,93,0,1,2,1790.0,1808.0,0.9900442423117022,-0.2605827333232365,0
190,1452,13543.04,1.3,0.0004031517575321,82,0,4,5,11794.0,14442.0,0.8166458933550437,-0.1885408586046925,0
193,2002,9712.11,0.81,0.0001455347098545,84,0,1,4,1425.0,10400.0,0.1370192306374815,-0.2258425272107301,0
221,2240,32423.78,1.07,0.000925281373331,20,0,4,5,11724.0,14933.0,0.7851068098941225,-0.1874950126330055,0
335,960,21042.35,0.39,0.0007748026069164,100,0,2,2,5979.0,4706.0,1.270505734656809,-0.2663968327426515,0
379,3326,21737.99,0.15,0.0003324974236466,77,0,2,3,3761.0,13572.0,0.2771146476001218,-0.237191291046554,0
448,396,12450.13,0.61,0.0002993564268068,68,0,2,1,6310.0,651.0,9.692780189050996,-0.2583686586474826,0
727,1839,5588.51,1.14,0.0005107815090136,8,0,4,2,10152.0,4551.0,2.2307185184998497,-0.2312781688418281,0
810,1291,16534.94,0.27,0.0003352361078412,42,0,1,4,4256.0,6097.0,0.6980482192913757,-0.2321681632159581,0
1433,1528,38925.74,0.38,0.000190455205465,28,0,1,1,1272.0,1264.0,1.0063291059625863,-0.2569130078708567,0
1528,1718,13754.97,0.29,0.0001558325156307,28,0,1,1,1262.0,1708.0,0.7388758738941694,-0.2576125411032283,0
1743,1094,18993.75,0.3,0.0002122068335902,15,0,1,2,1584.0,2671.0,0.5930363137662437,-0.2627888668299168,0
1757,667,8869.0,1.48,0.0002122068335902,39,0,1,1,341.0,2359.0,0.1445527759874829,-0.2515990024720796,0
1764,1273,29482.47,1.63,0.0006536470676206,12,1,2,4,48269.0,54135.0,0.8916412670376574,-0.149241508388435,0
109,73,26495.11,1.43,0.0001134109257384,36,0,0,6,0.0,13952.0,0.0,-0.1272104459580916,0
171,30,27621.96,1.25,0.0001593038754337,6,0,1,3,1781.0,6548.0,0.2719914473549306,-0.2529720603524026,0
260,2173,8620.3,1.9,0.0001994751414836,49,0,1,2,2814.0,8178.0,0.3440939100708071,-0.2532989628686861,0
291,3369,9115.56,1.63,0.000847746843357,86,0,5,5,6484.0,10838.0,0.5982653620610211,-0.1751091432276066,0
295,3135,48403.21,1.11,0.0004304352257467,76,0,3,6,8728.0,10707.0,0.8151676465721793,-0.1819242079971475,0
522,3503,44112.86,0.87,0.0001994751414836,75,0,1,3,998.0,6784.0,0.147110848839754,-0.248086600405609,0
527,588,6465.85,0.12,0.0004006336175105,65,0,4,0,13101.0,0.0,1310100000.0,-0.0181959990691592,0
575,1438,35689.81,1.35,0.0005878247032896,18,0,2,0,1286.0,0.0,128600000.0,-0.1827317687263588,0
613,1204,19002.15,1.5,0.0004442299582936,6,0,5,4,12541.0,8562.0,1.4647278656099885,-0.1947807463262575,0
663,1951,45930.24,1.31,0.0001134109257384,47,0,0,5,0.0,18805.0,0.0,-0.1361722634403236,0
860,2221,35404.37,0.57,0.0009478707046462,77,0,2,3,4452.0,8902.0,0.5001123337450997,-0.257335475737883,0
993,64,20970.36,0.97,0.0003196679856802,56,0,2,4,2178.0,15079.0,0.1444392863290408,-0.2188530561452208,0
1044,2847,49313.69,1.62,0.0023406587838134,64,1,17,3,27338.0,94727.0,0.2885977598479211,0.0068883410553248,1
1116,2044,14412.3,1.91,0.0018566093380525,66,1,3,0,99023.0,0.0,9902300000.0,0.1320674341353083,1
1322,3124,47089.68,1.77,0.0002445150791709,29,0,2,2,2778.0,3688.0,0.7532537940529994,-0.2672357240196235,0
1833,1984,15328.85,1.73,0.0001134109257384,39,0,0,3,0.0,9670.0,0.0,-0.2195769324012378,0
56,1257,20385.09,0.69,0.0014136369833091,11,0,5,13,15609.0,35441.0,0.4404221098613407,-0.0390655091805975,0
90,67,31770.37,0.25,0.0001134109257384,30,0,0,6,0.0,14736.0,0.0,-0.1242267598561803,0
92,3167,47248.86,0.41,0.0020705339116561,7,0,7,9,11808.0,29253.0,0.4036509074612344,-0.0808529593253996,0
119,1793,4320.8,0.64,0.0007374702688987,63,0,4,4,10119.0,8200.0,1.2340243887389948,-0.2186775689605667,0
164,3298,40436.51,0.12,0.000345604843974,54,0,1,4,3301.0,5084.0,0.6492918948676399,-0.2316762697736625,0
290,1229,33883.95,1.87,0.0003567906379181,17,0,5,4,9222.0,12470.0,0.7395348831278791,-0.1899244123301273,0
294,2475,24034.83,1.08,0.0003037326335445,86,0,1,2,916.0,3184.0,0.2876884413075111,-0.2605487809478331,0
334,977,44415.22,1.43,0.0011914567646671,51,0,7,3,12092.0,6825.0,1.7717216091256829,-0.1689240802059966,0
374,3293,793.62,0.46,0.0001976665085269,95,0,1,5,3060.0,13063.0,0.234249406541951,-0.1909221346901066,0
378,59,463.78,0.91,0.0014906140324712,68,1,5,6,54163.0,60368.0,0.8972137554834989,-0.0797606834099174,0
454,2275,37508.43,0.56,0.0011230537563313,94,1,6,5,11568.0,60705.0,0.190560909284151,-0.1060816456395394,0
511,1560,33092.59,1.85,0.000286200615374,67,0,1,3,2678.0,8926.0,0.3000224061169366,-0.2504359726736438,0
526,802,34235.5,0.18,0.0006858569786349,57,0,4,1,6221.0,924.0,6.732683909819438,-0.2221353804528312,0
539,1716,48235.9,1.38,0.0003359921254787,97,1,3,1,54455.0,47000.0,1.1586170210300817,-0.1360612214161686,0
640,3643,26223.47,0.53,0.0002599953730516,9,0,1,3,1624.0,2579.0,0.629701432222949,-0.2514390794309558,0
712,2326,18415.84,0.35,0.0002758171837017,45,0,2,1,4170.0,1638.0,2.545787530245497,-0.2685798770568917,0
741,1820,47628.93,0.9,0.0003182945472603,48,0,2,2,8764.0,7745.0,1.1315687525738298,-0.2503068852726354,0
918,1646,8607.15,1.94,0.0002919866507214,43,0,2,0,3133.0,0.0,313300000.0,-0.1854813953934432,0
1088,1053,45710.85,0.57,0.0001657040953706,69,0,1,2,635.0,2368.0,0.2681587826513564,-0.2589723285383172,0
1662,698,42553.77,1.73,0.0004264616945276,37,0,2,1,2624.0,1511.0,1.736598267792202,-0.2656432629079426,0
1697,2958,15028.98,0.66,0.00020826684741,27,0,1,1,4921.0,117.0,42.05982546497218,-0.2380842327576594,0
1875,3049,211.49,1.3,0.0002560820191122,50,1,2,2,49171.0,51960.0,0.9463240952759192,-0.1633982146840539,0
1906,2675,10951.41,0.68,0.0003563455742629,82,1,3,1,50716.0,49000.0,1.0350204079520366,-0.1409137383193683,0
342,1626,25824.9,1.8,0.0001421412471647,59,0,1,2,1812.0,3680.0,0.4923913030098062,-0.2653909159579654,0
558,3423,44635.45,1.71,0.0003233896711079,7,0,2,2,7507.0,4269.0,1.758491445869076,-0.2623677492955611,0
747,1579,17851.63,1.27,0.0002992968330209,42,0,2,0,2214.0,0.0,221400000.0,-0.1811142968516845,0
1021,933,14987.7,0.3,0.0001134109257384,44,0,0,3,0.0,6032.0,0.0,-0.2301210804903305,0
1693,1107,44520.79,0.45,0.000190985857552,45,0,1,2,4556.0,4090.0,1.1139364275942871,-0.2658972338151738,0
1909,354,542.3,0.92,0.0002752039949338,25,0,1,2,2818.0,3709.0,0.7597735218124196,-0.2680842620318766,0
224,1759,4328.71,1.08,0.0002867370930418,19,0,1,3,4849.0,6273.0,0.7729953757803358,-0.2519031711662677,0
437,2591,20594.88,1.83,0.0002563929760349,0,0,1,1,2717.0,423.0,6.423167696851828,-0.2520116881832667,0
626,1011,7865.96,1.35,0.0004582261592436,28,0,3,3,8232.0,3267.0,2.519742875666535,-0.2432933101939397,0
869,2146,23587.86,0.81,0.0005458899986131,46,0,3,2,8066.0,5064.0,1.592812003173752,-0.2544594544041714,0
1161,3161,21474.24,0.45,0.0001859630298489,34,0,1,1,4873.0,980.0,4.972448928852562,-0.2547006180252779,0
1750,3306,5523.88,0.93,0.0004472028050857,56,0,2,2,3275.0,1688.0,1.940165865283377,-0.2637571933221446,0
1850,2541,8175.53,0.77,0.0001134109257384,55,0,0,2,0.0,6896.0,0.0,-0.2349719356601853,0
965,3337,389.93,1.78,0.0002291303584053,90,0,2,2,2913.0,2204.0,1.3216878342936125,-0.2662117375640843,0
1254,2872,10003.38,0.46,0.0001134109257384,5,0,0,2,0.0,1867.0,0.0,-0.2235098389117177,0
181,2834,6770.65,0.9,0.0004140344091714,42,0,3,8,7464.0,21232.0,0.3515448378148338,-0.1202221325628941,0
242,1143,45059.79,0.4,0.0004562130199409,25,0,3,5,4406.0,9292.0,0.4741713296661953,-0.2050942167758297,0
250,1196,47423.95,1.92,0.0007422309480518,34,0,7,4,14274.0,13722.0,1.0402273713451191,-0.1544291591240534,0
282,2686,6027.74,1.03,0.0005719299661853,63,0,5,2,14184.0,3415.0,4.1534406906195,-0.193424012786523,0
